	subject	activity	measure	value
3620	20	LAYING	fBodyAcc-mean()-X	-0.965728782
3621	21	LAYING	fBodyAcc-mean()-X	-0.968234376
3622	22	LAYING	fBodyAcc-mean()-X	-0.953758543
3623	23	LAYING	fBodyAcc-mean()-X	-0.970037238
3624	24	LAYING	fBodyAcc-mean()-X	-0.975893687
3625	25	LAYING	fBodyAcc-mean()-X	-0.929147371
3626	26	LAYING	fBodyAcc-mean()-X	-0.973262289
3627	27	LAYING	fBodyAcc-mean()-X	-0.980631847
3628	28	LAYING	fBodyAcc-mean()-X	-0.973930868
3629	29	LAYING	fBodyAcc-mean()-X	-0.986626999
3630	30	LAYING	fBodyAcc-mean()-X	-0.974789999
3631	1	SITTING	fBodyAcc-mean()-X	-0.979641239
3632	2	SITTING	fBodyAcc-mean()-X	-0.985803841
3633	3	SITTING	fBodyAcc-mean()-X	-0.970154441
3634	4	SITTING	fBodyAcc-mean()-X	-0.977462498
3635	5	SITTING	fBodyAcc-mean()-X	-0.977450812
3636	6	SITTING	fBodyAcc-mean()-X	-0.975351455
3637	7	SITTING	fBodyAcc-mean()-X	-0.972697127
3638	8	SITTING	fBodyAcc-mean()-X	-0.98114291
3639	9	SITTING	fBodyAcc-mean()-X	-0.959413594
3640	10	SITTING	fBodyAcc-mean()-X	-0.984943144
3641	11	SITTING	fBodyAcc-mean()-X	-0.981481454
3642	12	SITTING	fBodyAcc-mean()-X	-0.979666144
3643	13	SITTING	fBodyAcc-mean()-X	-0.990135478
3644	14	SITTING	fBodyAcc-mean()-X	-0.976456609
3645	15	SITTING	fBodyAcc-mean()-X	-0.986619609
3646	16	SITTING	fBodyAcc-mean()-X	-0.987043829
3647	17	SITTING	fBodyAcc-mean()-X	-0.993969382
3648	18	SITTING	fBodyAcc-mean()-X	-0.99314492
3649	19	SITTING	fBodyAcc-mean()-X	-0.979238032
3650	20	SITTING	fBodyAcc-mean()-X	-0.981203064
3651	21	SITTING	fBodyAcc-mean()-X	-0.990610228
3652	22	SITTING	fBodyAcc-mean()-X	-0.978505368
3653	23	SITTING	fBodyAcc-mean()-X	-0.986325671
3654	24	SITTING	fBodyAcc-mean()-X	-0.989529507
3655	25	SITTING	fBodyAcc-mean()-X	-0.991405498
3656	26	SITTING	fBodyAcc-mean()-X	-0.982579546
3657	27	SITTING	fBodyAcc-mean()-X	-0.988682108
3658	28	SITTING	fBodyAcc-mean()-X	-0.979820143
3659	29	SITTING	fBodyAcc-mean()-X	-0.991093964
3660	30	SITTING	fBodyAcc-mean()-X	-0.985008785
3661	1	STANDING	fBodyAcc-mean()-X	-0.995249933
3662	2	STANDING	fBodyAcc-mean()-X	-0.98394674
3663	3	STANDING	fBodyAcc-mean()-X	-0.96012341
3664	4	STANDING	fBodyAcc-mean()-X	-0.97349755
3665	5	STANDING	fBodyAcc-mean()-X	-0.964500917
3666	6	STANDING	fBodyAcc-mean()-X	-0.977100287
3667	7	STANDING	fBodyAcc-mean()-X	-0.976681834
3668	8	STANDING	fBodyAcc-mean()-X	-0.988219862
3669	9	STANDING	fBodyAcc-mean()-X	-0.971662692
3670	10	STANDING	fBodyAcc-mean()-X	-0.970099814
3671	11	STANDING	fBodyAcc-mean()-X	-0.993808051
3672	12	STANDING	fBodyAcc-mean()-X	-0.976469472
3673	13	STANDING	fBodyAcc-mean()-X	-0.989425966
3674	14	STANDING	fBodyAcc-mean()-X	-0.972699563
3675	15	STANDING	fBodyAcc-mean()-X	-0.986724999
3676	16	STANDING	fBodyAcc-mean()-X	-0.989427671
3677	17	STANDING	fBodyAcc-mean()-X	-0.990927534
3678	18	STANDING	fBodyAcc-mean()-X	-0.990409919
3679	19	STANDING	fBodyAcc-mean()-X	-0.987352048
3680	20	STANDING	fBodyAcc-mean()-X	-0.961932729
3681	21	STANDING	fBodyAcc-mean()-X	-0.978327686
3682	22	STANDING	fBodyAcc-mean()-X	-0.980373909
3683	23	STANDING	fBodyAcc-mean()-X	-0.983627197
3684	24	STANDING	fBodyAcc-mean()-X	-0.984183634
3685	25	STANDING	fBodyAcc-mean()-X	-0.990093203
3686	26	STANDING	fBodyAcc-mean()-X	-0.991993372
3687	27	STANDING	fBodyAcc-mean()-X	-0.990121812
3688	28	STANDING	fBodyAcc-mean()-X	-0.972519802
3689	29	STANDING	fBodyAcc-mean()-X	-0.99502404
3690	30	STANDING	fBodyAcc-mean()-X	-0.972014051
3691	1	WALKING	fBodyAcc-mean()-X	-0.202794306
3692	2	WALKING	fBodyAcc-mean()-X	-0.346048161
3693	3	WALKING	fBodyAcc-mean()-X	-0.316614012
3694	4	WALKING	fBodyAcc-mean()-X	-0.42671945
3695	5	WALKING	fBodyAcc-mean()-X	-0.287782607
3696	6	WALKING	fBodyAcc-mean()-X	-0.187934323
3697	7	WALKING	fBodyAcc-mean()-X	-0.343048406
3698	8	WALKING	fBodyAcc-mean()-X	-0.247389012
3699	9	WALKING	fBodyAcc-mean()-X	-0.294711164
3700	10	WALKING	fBodyAcc-mean()-X	-0.114190001
3701	11	WALKING	fBodyAcc-mean()-X	-0.396533732
3702	12	WALKING	fBodyAcc-mean()-X	-0.05435764
3703	13	WALKING	fBodyAcc-mean()-X	-0.335030121
3704	14	WALKING	fBodyAcc-mean()-X	-0.421498173
3705	15	WALKING	fBodyAcc-mean()-X	-0.31744092
3706	16	WALKING	fBodyAcc-mean()-X	-0.394790434
3707	17	WALKING	fBodyAcc-mean()-X	-0.360991675
3708	18	WALKING	fBodyAcc-mean()-X	-0.371475156
3709	19	WALKING	fBodyAcc-mean()-X	-0.029981567
3710	20	WALKING	fBodyAcc-mean()-X	-0.147404272
3711	21	WALKING	fBodyAcc-mean()-X	-0.273496159
3712	22	WALKING	fBodyAcc-mean()-X	-0.099492859
3713	23	WALKING	fBodyAcc-mean()-X	-0.275404188
3714	24	WALKING	fBodyAcc-mean()-X	-0.492419803
3715	25	WALKING	fBodyAcc-mean()-X	-0.609038909
3716	26	WALKING	fBodyAcc-mean()-X	-0.32195955
3717	27	WALKING	fBodyAcc-mean()-X	-0.308702374
3718	28	WALKING	fBodyAcc-mean()-X	-0.280062183
3719	29	WALKING	fBodyAcc-mean()-X	-0.135819506
3720	30	WALKING	fBodyAcc-mean()-X	-0.351402911
3721	1	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.038229183
3722	2	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.11284116
3723	3	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	-0.042170694
3724	4	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	-0.072239228
3725	5	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.098432009
3726	6	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.328308506
3727	7	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.044342832
3728	8	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.1365902
3729	9	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.103128506
3730	10	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.215665273
3731	11	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.035193723
3732	12	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.023504935
3733	13	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	-0.072660266
3734	14	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.021254155
3735	15	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.235309826
3736	16	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.036826353
3737	17	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	-0.022623917
3738	18	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	-0.350086793
3739	19	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.537012022
3740	20	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	-0.034330999
3741	21	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.10432353
3742	22	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.195348406
3743	23	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.205428216
3744	24	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	-0.222324293
3745	25	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	-0.372245193
3746	26	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.022800096
3747	27	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.082983155
3748	28	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.089072175
3749	29	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	0.1106632
3750	30	WALKING_DOWNSTAIRS	fBodyAcc-mean()-X	-0.106966957
3751	1	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.404321784
3752	2	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.266720933
3753	3	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.392004211
3754	4	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.29448827
3755	5	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.16148534
3756	6	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.131075373
3757	7	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.336199426
3758	8	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.166411065
3759	9	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.342735953
3760	10	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.139410791
3761	11	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.355348902
3762	12	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.321447925
3763	13	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.382460736
3764	14	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.323508442
3765	15	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.074632843
3766	16	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.474984015
3767	17	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.139752221
3768	18	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.465097262
3769	19	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.156879495
3770	20	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.140439075
3771	21	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.31916934
3772	22	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.055399649
3773	23	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.27260569
3774	24	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.395790554
3775	25	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.521649839
3776	26	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.242820756
3777	27	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.417607401
3778	28	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.266101343
3779	29	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.10979348
3780	30	WALKING_UPSTAIRS	fBodyAcc-mean()-X	-0.420402828
3781	1	LAYING	fBodyAcc-mean()-Y	-0.867065205
3782	2	LAYING	fBodyAcc-mean()-Y	-0.979800878
3783	3	LAYING	fBodyAcc-mean()-Y	-0.961169983
3784	4	LAYING	fBodyAcc-mean()-Y	-0.938883374
3785	5	LAYING	fBodyAcc-mean()-Y	-0.965419521
3786	6	LAYING	fBodyAcc-mean()-Y	-0.923706791
3787	7	LAYING	fBodyAcc-mean()-Y	-0.942193954
3788	8	LAYING	fBodyAcc-mean()-Y	-0.951816664
3789	9	LAYING	fBodyAcc-mean()-Y	-0.934366598
3790	10	LAYING	fBodyAcc-mean()-Y	-0.954341849
3791	11	LAYING	fBodyAcc-mean()-Y	-0.971403935
3792	12	LAYING	fBodyAcc-mean()-Y	-0.951265971
3793	13	LAYING	fBodyAcc-mean()-Y	-0.965843757
3794	14	LAYING	fBodyAcc-mean()-Y	-0.930366906
3795	15	LAYING	fBodyAcc-mean()-Y	-0.962461124
3796	16	LAYING	fBodyAcc-mean()-Y	-0.963635575
3797	17	LAYING	fBodyAcc-mean()-Y	-0.954648102
3798	18	LAYING	fBodyAcc-mean()-Y	-0.984909885
3799	19	LAYING	fBodyAcc-mean()-Y	-0.972798824
3800	20	LAYING	fBodyAcc-mean()-Y	-0.965595958
3801	21	LAYING	fBodyAcc-mean()-Y	-0.960069247
3802	22	LAYING	fBodyAcc-mean()-Y	-0.925524703
3803	23	LAYING	fBodyAcc-mean()-Y	-0.982072296
3804	24	LAYING	fBodyAcc-mean()-Y	-0.980830362
3805	25	LAYING	fBodyAcc-mean()-Y	-0.784945819
3806	26	LAYING	fBodyAcc-mean()-Y	-0.983664034
3807	27	LAYING	fBodyAcc-mean()-Y	-0.982915952
3808	28	LAYING	fBodyAcc-mean()-Y	-0.958436369
3809	29	LAYING	fBodyAcc-mean()-Y	-0.989034304
3810	30	LAYING	fBodyAcc-mean()-Y	-0.959974275
3811	1	SITTING	fBodyAcc-mean()-Y	-0.94408455
3812	2	SITTING	fBodyAcc-mean()-Y	-0.957343498
3813	3	SITTING	fBodyAcc-mean()-Y	-0.891907751
3814	4	SITTING	fBodyAcc-mean()-Y	-0.905782932
3815	5	SITTING	fBodyAcc-mean()-Y	-0.921434736
3816	6	SITTING	fBodyAcc-mean()-Y	-0.928264365
3817	7	SITTING	fBodyAcc-mean()-Y	-0.931490634
3818	8	SITTING	fBodyAcc-mean()-Y	-0.944219718
3819	9	SITTING	fBodyAcc-mean()-Y	-0.911683219
3820	10	SITTING	fBodyAcc-mean()-Y	-0.9404502
3821	11	SITTING	fBodyAcc-mean()-Y	-0.934503183
3822	12	SITTING	fBodyAcc-mean()-Y	-0.942768017
3823	13	SITTING	fBodyAcc-mean()-Y	-0.959673916
3824	14	SITTING	fBodyAcc-mean()-Y	-0.932644766
3825	15	SITTING	fBodyAcc-mean()-Y	-0.938926431
3826	16	SITTING	fBodyAcc-mean()-Y	-0.961456686
3827	17	SITTING	fBodyAcc-mean()-Y	-0.969927989
3828	18	SITTING	fBodyAcc-mean()-Y	-0.97653853
3829	19	SITTING	fBodyAcc-mean()-Y	-0.960763182
3830	20	SITTING	fBodyAcc-mean()-Y	-0.945198619
3831	21	SITTING	fBodyAcc-mean()-Y	-0.968060947
3832	22	SITTING	fBodyAcc-mean()-Y	-0.939546008
3833	23	SITTING	fBodyAcc-mean()-Y	-0.953460406
3834	24	SITTING	fBodyAcc-mean()-Y	-0.9627732
3835	25	SITTING	fBodyAcc-mean()-Y	-0.959117259
3836	26	SITTING	fBodyAcc-mean()-Y	-0.954299411
3837	27	SITTING	fBodyAcc-mean()-Y	-0.974057856
3838	28	SITTING	fBodyAcc-mean()-Y	-0.94635165
3839	29	SITTING	fBodyAcc-mean()-Y	-0.969609502
3840	30	SITTING	fBodyAcc-mean()-Y	-0.954076042
3841	1	STANDING	fBodyAcc-mean()-Y	-0.977070848
3842	2	STANDING	fBodyAcc-mean()-Y	-0.959871697
3843	3	STANDING	fBodyAcc-mean()-Y	-0.908075354
3844	4	STANDING	fBodyAcc-mean()-Y	-0.889549205
3845	5	STANDING	fBodyAcc-mean()-Y	-0.890796361
3846	6	STANDING	fBodyAcc-mean()-Y	-0.930336472
3847	7	STANDING	fBodyAcc-mean()-Y	-0.941883784
3848	8	STANDING	fBodyAcc-mean()-Y	-0.9500491
3849	9	STANDING	fBodyAcc-mean()-Y	-0.944849432
3850	10	STANDING	fBodyAcc-mean()-Y	-0.923378745
3851	11	STANDING	fBodyAcc-mean()-Y	-0.968703073
3852	12	STANDING	fBodyAcc-mean()-Y	-0.932775678
3853	13	STANDING	fBodyAcc-mean()-Y	-0.959427618
3854	14	STANDING	fBodyAcc-mean()-Y	-0.942178248
3855	15	STANDING	fBodyAcc-mean()-Y	-0.943348789
3856	16	STANDING	fBodyAcc-mean()-Y	-0.969314015
3857	17	STANDING	fBodyAcc-mean()-Y	-0.974170569
3858	18	STANDING	fBodyAcc-mean()-Y	-0.961239135
3859	19	STANDING	fBodyAcc-mean()-Y	-0.952872872
3860	20	STANDING	fBodyAcc-mean()-Y	-0.898194212
3861	21	STANDING	fBodyAcc-mean()-Y	-0.949694904
3862	22	STANDING	fBodyAcc-mean()-Y	-0.929161388
3863	23	STANDING	fBodyAcc-mean()-Y	-0.962831825
3864	24	STANDING	fBodyAcc-mean()-Y	-0.948970158
3865	25	STANDING	fBodyAcc-mean()-Y	-0.959846189
3866	26	STANDING	fBodyAcc-mean()-Y	-0.958402318
3867	27	STANDING	fBodyAcc-mean()-Y	-0.961356141
3868	28	STANDING	fBodyAcc-mean()-Y	-0.893430393
3869	29	STANDING	fBodyAcc-mean()-Y	-0.97334577
3870	30	STANDING	fBodyAcc-mean()-Y	-0.919475121
3871	1	WALKING	fBodyAcc-mean()-Y	0.089712726
3872	2	WALKING	fBodyAcc-mean()-Y	-0.02190481
3873	3	WALKING	fBodyAcc-mean()-Y	-0.081302435
3874	4	WALKING	fBodyAcc-mean()-Y	-0.149399633
3875	5	WALKING	fBodyAcc-mean()-Y	0.009460378
3876	6	WALKING	fBodyAcc-mean()-Y	0.140781622
3877	7	WALKING	fBodyAcc-mean()-Y	-0.06415642
3878	8	WALKING	fBodyAcc-mean()-Y	0.316982393
3879	9	WALKING	fBodyAcc-mean()-Y	-0.257677616
3880	10	WALKING	fBodyAcc-mean()-Y	0.053391191
3881	11	WALKING	fBodyAcc-mean()-Y	-0.083047844
3882	12	WALKING	fBodyAcc-mean()-Y	-0.071302455
3883	13	WALKING	fBodyAcc-mean()-Y	0.095515067
3884	14	WALKING	fBodyAcc-mean()-Y	-0.174601845
3885	15	WALKING	fBodyAcc-mean()-Y	0.111321097
3886	16	WALKING	fBodyAcc-mean()-Y	-0.321500668
3887	17	WALKING	fBodyAcc-mean()-Y	-0.065026762
3888	18	WALKING	fBodyAcc-mean()-Y	-0.243606271
3889	19	WALKING	fBodyAcc-mean()-Y	0.169258576
3890	20	WALKING	fBodyAcc-mean()-Y	0.403465951
3891	21	WALKING	fBodyAcc-mean()-Y	0.033846581
3892	22	WALKING	fBodyAcc-mean()-Y	0.14536752
3893	23	WALKING	fBodyAcc-mean()-Y	-0.072436732
3894	24	WALKING	fBodyAcc-mean()-Y	-0.203193741
3895	25	WALKING	fBodyAcc-mean()-Y	-0.251880271
3896	26	WALKING	fBodyAcc-mean()-Y	-0.146702157
3897	27	WALKING	fBodyAcc-mean()-Y	-0.136783541
3898	28	WALKING	fBodyAcc-mean()-Y	-0.127912276
3899	29	WALKING	fBodyAcc-mean()-Y	-0.034964233
3900	30	WALKING	fBodyAcc-mean()-Y	-0.193856664
3901	1	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	0.001549908
3902	2	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	0.278345042
3903	3	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	-0.007700483
3904	4	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	-0.129606639
3905	5	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	0.079228069
3906	6	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	0.339771174
3907	7	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	-0.145302311
3908	8	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	0.38841278
3909	9	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	-0.183120455
3910	10	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	0.009046604
3911	11	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	0.024750813
3912	12	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	0.150510001
3913	13	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	-0.036453525
3914	14	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	0.37148247
3915	15	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	0.1675181
3916	16	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	-0.134598353
3917	17	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	-0.130272515
3918	18	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	-0.309049614
3919	19	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	0.494457802
3920	20	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	0.524187687
3921	21	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	0.181138043
3922	22	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	0.225766561
3923	23	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	0.095943289
3924	24	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	-0.086182975
3925	25	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	-0.196381054
3926	26	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	-0.006237
3927	27	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	-0.062672957
3928	28	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	0.186441734
3929	29	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	-0.021229372
3930	30	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	-0.021663705
3931	1	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.190976721
3932	2	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	0.009924459
3933	3	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.078809416
3934	4	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.117109161
3935	5	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	0.072890316
3936	6	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	0.09780351
3937	7	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.381590523
3938	8	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	0.2634314
3939	9	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.405022798
3940	10	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.039068822
3941	11	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.254645207
3942	12	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.16834152
3943	13	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.063656477
3944	14	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	0.016393923
3945	15	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.101935433
3946	16	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.268063813
3947	17	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.117519736
3948	18	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.363450743
3949	19	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	0.111818164
3950	20	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.029383244
3951	21	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	0.022159866
3952	22	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	0.130686539
3953	23	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.076977394
3954	24	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.252412542
3955	25	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.380150805
3956	26	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.185528313
3957	27	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.249688518
3958	28	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.190589069
3959	29	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.196011504
3960	30	WALKING_UPSTAIRS	fBodyAcc-mean()-Y	-0.297813769
3961	1	LAYING	fBodyAcc-mean()-Z	-0.882666876
3962	2	LAYING	fBodyAcc-mean()-Z	-0.984380982
3963	3	LAYING	fBodyAcc-mean()-Z	-0.968332142
3964	4	LAYING	fBodyAcc-mean()-Z	-0.967504279
3965	5	LAYING	fBodyAcc-mean()-Z	-0.977007725
3966	6	LAYING	fBodyAcc-mean()-Z	-0.938044912
3967	7	LAYING	fBodyAcc-mean()-Z	-0.958611645
3968	8	LAYING	fBodyAcc-mean()-Z	-0.944269514
3969	9	LAYING	fBodyAcc-mean()-Z	-0.945919001
3970	10	LAYING	fBodyAcc-mean()-Z	-0.964300845
3971	11	LAYING	fBodyAcc-mean()-Z	-0.973576813
3972	12	LAYING	fBodyAcc-mean()-Z	-0.954724802
3973	13	LAYING	fBodyAcc-mean()-Z	-0.966295583
3974	14	LAYING	fBodyAcc-mean()-Z	-0.927882307
3975	15	LAYING	fBodyAcc-mean()-Z	-0.951565946
3976	16	LAYING	fBodyAcc-mean()-Z	-0.974580069
3977	17	LAYING	fBodyAcc-mean()-Z	-0.965406092
3978	18	LAYING	fBodyAcc-mean()-Z	-0.988606906
3979	19	LAYING	fBodyAcc-mean()-Z	-0.985340447
3980	20	LAYING	fBodyAcc-mean()-Z	-0.976392651
3981	21	LAYING	fBodyAcc-mean()-Z	-0.961772191
3982	22	LAYING	fBodyAcc-mean()-Z	-0.954219236
3983	23	LAYING	fBodyAcc-mean()-Z	-0.977515214
3984	24	LAYING	fBodyAcc-mean()-Z	-0.976634816
3985	25	LAYING	fBodyAcc-mean()-Z	-0.816197954
3986	26	LAYING	fBodyAcc-mean()-Z	-0.984923124
3987	27	LAYING	fBodyAcc-mean()-Z	-0.98735659
3988	28	LAYING	fBodyAcc-mean()-Z	-0.961115672
3989	29	LAYING	fBodyAcc-mean()-Z	-0.989473927
3990	30	LAYING	fBodyAcc-mean()-Z	-0.970321992
3991	1	SITTING	fBodyAcc-mean()-Z	-0.959184889
3992	2	SITTING	fBodyAcc-mean()-Z	-0.970162173
3993	3	SITTING	fBodyAcc-mean()-Z	-0.917987925
3994	4	SITTING	fBodyAcc-mean()-Z	-0.951783743
3995	5	SITTING	fBodyAcc-mean()-Z	-0.946064217
3996	6	SITTING	fBodyAcc-mean()-Z	-0.935798115
3997	7	SITTING	fBodyAcc-mean()-Z	-0.904675338
3998	8	SITTING	fBodyAcc-mean()-Z	-0.959436276
3999	9	SITTING	fBodyAcc-mean()-Z	-0.892201344
4000	10	SITTING	fBodyAcc-mean()-Z	-0.974644655
4001	11	SITTING	fBodyAcc-mean()-Z	-0.97285511
4002	12	SITTING	fBodyAcc-mean()-Z	-0.954626629
4003	13	SITTING	fBodyAcc-mean()-Z	-0.956183064
4004	14	SITTING	fBodyAcc-mean()-Z	-0.944126079
4005	15	SITTING	fBodyAcc-mean()-Z	-0.963227005
4006	16	SITTING	fBodyAcc-mean()-Z	-0.95955223
4007	17	SITTING	fBodyAcc-mean()-Z	-0.974841605
4008	18	SITTING	fBodyAcc-mean()-Z	-0.982996441
4009	19	SITTING	fBodyAcc-mean()-Z	-0.966335091
4010	20	SITTING	fBodyAcc-mean()-Z	-0.947597457
4011	21	SITTING	fBodyAcc-mean()-Z	-0.970859343
4012	22	SITTING	fBodyAcc-mean()-Z	-0.946635312
4013	23	SITTING	fBodyAcc-mean()-Z	-0.942031167
4014	24	SITTING	fBodyAcc-mean()-Z	-0.966991781
4015	25	SITTING	fBodyAcc-mean()-Z	-0.974776131
4016	26	SITTING	fBodyAcc-mean()-Z	-0.967519149
4017	27	SITTING	fBodyAcc-mean()-Z	-0.974665817
4018	28	SITTING	fBodyAcc-mean()-Z	-0.952226787
4019	29	SITTING	fBodyAcc-mean()-Z	-0.975623031
4020	30	SITTING	fBodyAcc-mean()-Z	-0.966274091
4021	1	STANDING	fBodyAcc-mean()-Z	-0.985297099
4022	2	STANDING	fBodyAcc-mean()-Z	-0.962471196
4023	3	STANDING	fBodyAcc-mean()-Z	-0.939507735
4024	4	STANDING	fBodyAcc-mean()-Z	-0.931643421
4025	5	STANDING	fBodyAcc-mean()-Z	-0.915083799
